raw_04_europe_renewables_share
Area;ISO 3 code;Year;Area type;Electricity source;Is aggregated source;Generation (TWh);Generation YoY change (TWh);Generation YoY change (%);Share of generation (%);Share of generation YoY change (% points);Emissions (MtCO2e);Emissions YoY change (MtCO2e);Emissions YoY change (%);Share of emissions (%);Emissions intensity (gCO2e/kWh);Continent;Ember region;EU member;OECD member;G20 member;G7 member;ASEAN member
Kosovo;XKX;2003;Country or economy;Clean;TRUE;0.05;0.0;0.0;1.377;29;1;0.0;0.0;28;20.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2003;Country or economy;Fossil;TRUE;3.58;-0.08;-2.186;98.623;-29;3.609;-84;-2.275;99.975;1008.101;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2003;Country or economy;Total generation;TRUE;3.63;-0.08;-2.156;100.0;0.0;3.61;-84;-2.274;100.003;994.49;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2003;Country or economy;Demand;TRUE;4.09;-0.09;-2.153;112.672;4;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2003;Country or economy;Thermal;TRUE;3.58;-0.08;-2.186;98.623;-29;3.609;-84;-2.275;99.975;1008.101;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2003;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Hydro;FALSE;0.11;0.06;120.0;2.696;1.319;3;2;200.0;75;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Lignite;FALSE;3.94;0.39;10.986;96.569;-1.227;3.983;394;10.978;99.435;1010.914;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Gas;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Other fossil;FALSE;0.03;0.0;0.0;735;-91;0.02;0.0;0.0;499;666.667;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Net imports;FALSE;0.46;0.0;0.0;11.275;-1.397;0.0;0.0;;0.0;0.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Coal;TRUE;3.94;0.39;10.986;96.569;-1.227;3.983;394;10.978;99.435;1010.914;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.11;0.06;120.0;2.696;1.319;3;2;200.0;75;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Renewables;TRUE;0.11;0.06;120.0;2.696;1.319;3;2;200.0;75;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Clean;TRUE;0.11;0.06;120.0;2.696;1.319;3;2;200.0;75;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Fossil;TRUE;3.97;0.39;10.894;97.304;-1.319;4.003;394;10.917;99.935;1008.312;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Total generation;TRUE;4.08;0.45;12.397;100.0;0.0;4.006;396;10.97;100.01;981.863;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Demand;TRUE;4.54;0.45;11.002;111.275;-1.397;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2004;Country or economy;Thermal;TRUE;3.97;0.39;10.894;97.304;-1.319;4.003;394;10.917;99.935;1008.312;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Hydro;FALSE;0.11;0.0;0.0;2.466;-0.23;3;0.0;0.0;68;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Lignite;FALSE;4.32;0.38;9.645;96.861;292;4.367;384;9.641;99.481;1010.88;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Gas;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Other fossil;FALSE;0.03;0.0;0.0;673;-62;0.02;0.0;0.0;456;666.667;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Net imports;FALSE;0.27;-0.19;-41.304;6.054;-5.221;0.0;0.0;;0.0;0.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Coal;TRUE;4.32;0.38;9.645;96.861;292;4.367;384;9.641;99.481;1010.88;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.11;0.0;0.0;2.466;-0.23;3;0.0;0.0;68;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Renewables;TRUE;0.11;0.0;0.0;2.466;-0.23;3;0.0;0.0;68;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Clean;TRUE;0.11;0.0;0.0;2.466;-0.23;3;0.0;0.0;68;27.273;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Fossil;TRUE;4.35;0.38;9.572;97.534;0.23;4.387;384;9.593;99.937;1008.506;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Total generation;TRUE;4.46;0.38;9.314;100.0;0.0;4.39;384;9.586;100.005;984.305;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Demand;TRUE;4.73;0.19;4.185;106.054;-5.221;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2005;Country or economy;Thermal;TRUE;4.35;0.38;9.572;97.534;0.23;4.387;384;9.593;99.937;1008.506;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Hydro;FALSE;0.1;-0.01;-9.091;2.257;-209;2;-1;-33.333;46;20.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Lignite;FALSE;4.3;-0.02;-463;97.065;204;4.347;-0.02;-458;99.489;1010.93;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Gas;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Other fossil;FALSE;0.03;0.0;0.0;677;4;0.02;0.0;0.0;458;666.667;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Net imports;FALSE;0.28;0.01;3.704;6.321;267;0.0;0.0;;0.0;0.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Coal;TRUE;4.3;-0.02;-463;97.065;204;4.347;-0.02;-458;99.489;1010.93;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.1;-0.01;-9.091;2.257;-209;2;-1;-33.333;46;20.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Renewables;TRUE;0.1;-0.01;-9.091;2.257;-209;2;-1;-33.333;46;20.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Clean;TRUE;0.1;-0.01;-9.091;2.257;-209;2;-1;-33.333;46;20.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Fossil;TRUE;4.33;-0.02;-0.46;97.743;209;4.367;-0.02;-456;99.947;1008.545;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Total generation;TRUE;4.43;-0.03;-673;100.0;0.0;4.369;-21;-478;99.992;986.23;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Demand;TRUE;4.71;-0.02;-423;106.321;267;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2006;Country or economy;Thermal;TRUE;4.33;-0.02;-0.46;97.743;209;4.367;-0.02;-456;99.947;1008.545;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Hydro;FALSE;0.09;-0.01;-10.0;1.863;-394;2;0.0;0.0;42;22.222;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Lignite;FALSE;4.71;0.41;9.535;97.516;451;4.762;415;9.547;99.549;1011.04;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Gas;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Other fossil;FALSE;0.03;0.0;0.0;621;-56;0.02;0.0;0.0;418;666.667;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Net imports;FALSE;0.22;-0.06;-21.429;4.555;-1.766;0.0;0.0;;0.0;0.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Coal;TRUE;4.71;0.41;9.535;97.516;451;4.762;415;9.547;99.549;1011.04;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.09;-0.01;-10.0;1.863;-394;2;0.0;0.0;42;22.222;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Renewables;TRUE;0.09;-0.01;-10.0;1.863;-394;2;0.0;0.0;42;22.222;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Clean;TRUE;0.09;-0.01;-10.0;1.863;-394;2;0.0;0.0;42;22.222;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Fossil;TRUE;4.74;0.41;9.469;98.137;394;4.781;414;9.48;99.946;1008.65;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Total generation;TRUE;4.83;0.4;9.029;100.0;0.0;4.784;415;9.499;100.008;990.476;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Demand;TRUE;5.05;0.34;7.219;104.555;-1.766;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Thermal;TRUE;4.74;0.41;9.469;98.137;394;4.781;414;9.48;99.946;1008.65;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2007;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Hydro;FALSE;0.08;-0.01;-11.111;1.55;-313;2;0.0;0.0;39;25.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Lignite;FALSE;5.05;0.34;7.219;97.868;352;5.105;343;7.203;99.569;1010.891;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Gas;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Other fossil;FALSE;0.03;0.0;0.0;581;-0.04;0.02;0.0;0.0;0.39;666.667;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Net imports;FALSE;0.41;0.19;86.364;7.946;3.391;0.0;0.0;;0.0;0.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Coal;TRUE;5.05;0.34;7.219;97.868;352;5.105;343;7.203;99.569;1010.891;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Wind and solar;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Hydro, bioenergy and other renewables;TRUE;0.08;-0.01;-11.111;1.55;-313;2;0.0;0.0;39;25.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Renewables;TRUE;0.08;-0.01;-11.111;1.55;-313;2;0.0;0.0;39;25.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Clean;TRUE;0.08;-0.01;-11.111;1.55;-313;2;0.0;0.0;39;25.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Fossil;TRUE;5.08;0.34;7.173;98.45;313;5.125;344;7.195;99.959;1008.858;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Total generation;TRUE;5.16;0.33;6.832;100.0;0.0;5.127;343;7.17;99.998;993.605;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Demand;TRUE;5.57;0.52;10.297;107.946;3.391;;;;;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Thermal;TRUE;5.08;0.34;7.173;98.45;313;5.125;344;7.195;99.959;1008.858;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2008;Country or economy;Hard coal;TRUE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2009;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2009;Country or economy;Hydro;FALSE;0.12;0.04;50.0;2.414;864;3;1;50.0;61;25.0;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2009;Country or economy;Bioenergy;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
Kosovo;XKX;2009;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;FALSE;FALSE;FALSE;FALSE;FALSE
